"termname","weekname","subject","taskname","description","video_url"
"Term 2","Week 18","Mathematics","The cubic centimetres","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142394784?h=e6880dda10&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""THE CUBIC CENTIMETRES FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 18","Mathematics","Kilograms and Grams","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142394318?h=7c9dc31328&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""KILOGRAMS AND GRAMS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 18","Mathematics","Tonnes","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142393140?h=354ffbed3a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""TONNES FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 11","Mathematics","Unit rates (Simplifying Rates)","x",NULL
"Term 2","Week 11","Mathematics","Converting Rates","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145230894?h=6b89b03210&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""CONVERTING RATES""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 1","English","Types of Sentences","a",NULL
"Term 1","Week 7","Mathematics","Multiplying a whole number by a fraction","x",NULL
"Term 1","Week 7","Mathematics","Word problem - Multiplying a whole number by a fraction","x",NULL
"Term 1","Week 7","Mathematics","Word problems (Multiplying fraction by a fraction)","x",NULL
"Term 1","Week 7","Mathematics","Fractions and reciprocals","x",NULL
"Term 1","Week 7","Mathematics","Division with Fractions","x","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141677396?h=618b24f439&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Dividing a fraction""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 2","English","Simple Subject and Simple Predicate","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143064168?h=a041f4b015&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Simple and Compound Sentences Y3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 2","English","Complete Subject and Complete Predicate","a",NULL
"Term 2","Week 12","Mathematics","Rate Problems 1","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145230444?h=2328843450&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479%2Fembed"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen="""" frameborder=""0"" style=""position:absolute;top:0;left:0;width:100%;height:100%;""></iframe></div>"
"Term 2","Week 12","Mathematics","Rate Problems 2","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145230087?h=d12c7915c8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""RATE PROBLEMS 2 FINAL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 19","Mathematics","Mass Conversions","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142393026?h=1bef5d216c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""MASS CONVERSIONS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 19","Mathematics","Operations with Mass","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142392974?h=4516713e54&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""OPERATIONS WITH MASS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 3","English","Complete Sentences","a",NULL
"Term 1","Week 3","English","Fragments and Run-ons","a",NULL
"Term 2","Week 13","Mathematics","Calculating Distance","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145228529?h=528da74be0&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""CALCULATING DISTANCE""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 13","Mathematics","Calculating Time","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145227721?h=27923185a2&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""CALCULATING TIME""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 13","Mathematics","Calculating Speed","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145225084?h=9d483a5b61&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""CALCULATING SPEED""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 20","Mathematics","Probabilities","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142392261?h=cca802a239&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""PROBABILITIES FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 20","Mathematics","Chance Experiments","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142391227?h=d8ab199c53&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Chance Experiments""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 20","Mathematics","Observed and Expected Frequencies","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142390270?h=adc0653a60&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""OBSERVED AND EXPECTED FREQUENCIES FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 8","Mathematics","Dividing a fraction by a whole number","x",NULL
"Term 1","Week 8","Mathematics","Dividing a whole number by a fraction","x",NULL
"Term 1","Week 8","Mathematics","Multiplying mixed numbers","x",NULL
"Term 1","Week 8","Mathematics","Word problems (Multiplying mixed numbers)","x",NULL
"Term 2","Week 14","Mathematics","Completing Number Patterns 1","x",NULL
"Term 2","Week 14","Mathematics","Completing Number Patterns 2","x",NULL
"Term 1","Week 4","English","Simple Subject and Simple Predicate","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143071083?h=4c38beabb2&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Simple Subject and Simple Predicate Y3 (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 4","English","Complete Subject and Complete Predicate","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143070830?h=4ff1139513&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Complete Subject and Complete Predicate Y3 (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 15","Mathematics","Identifying Number Patterns 1","x",NULL
"Term 2","Week 15","Mathematics","Identifying Number Patterns 2","x",NULL
"Term 2","Week 15","Mathematics","Identifying Number Patterns 3","x",NULL
"Term 3","Week 21","Mathematics","Addition of Decimals","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142389374?h=6024c24e2a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""ADDITION OF DECIMALS FULL (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 21","Mathematics","Subtraction of Decimals",NULL,NULL
"Term 3","Week 21","Mathematics","Addition and subtraction of decimals (word problems)",NULL,NULL
"Term 1","Week 5","English","Subject and Object Personal Pronouns","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143070757?h=87beaa57e8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Subject and Object Personal Pronouns Y3 (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 5","English","Possessive Pronouns and Reflexive Pronouns","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143064332?h=b617a7dac4&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479%2Fembed"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen="""" frameborder=""0"" style=""position:absolute;top:0;left:0;width:100%;height:100%;""></iframe></div>"
"Term 2","Week 16","Mathematics","Grouping Symbols 1","x",NULL
"Term 2","Week 16","Mathematics","Grouping Symbols 2","A","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145216045?h=d4780bd2dd&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""grouping symbols 2 final""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 16","Mathematics","Grouping Symbols 3","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145214440?h=df8b232820&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""GROUPING SYMBOLS 3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 6","English","Phrases and Clauses","a",NULL
"Term 1","Week 6","English","Appositives and Appositive Phrases","a",NULL
"Term 3","Week 22","Mathematics","Rounding Decimals","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142387570?h=3c7ba12251&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""ROUNDING DECIMALS FULL (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 22","Mathematics","Multiplying Decimals by 10","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142387518?h=6f88e7f6a0&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""MULTIPLYING DECIMALS BY 10 FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
